undergraduate_gpa,self_reported_gpa,first_review_exp,first_review_sop,first_review_gpa,first_review_lor,second_review_exp,second_review_sop,second_review_gpa,distance_to_campus,program_length,response,academic_condition,age,90041_mi,91601_mi,92122_mi,94607_mi,last_60_90_gpa,graduate_gpa,second_review_lor,sip_score,time_to_finish_application,decision_wait_time,response_time,billing_country_United States,billing_country_blank,ethnicity_Arab/Middle Eastern,ethnicity_Asian/Pacific Islander,ethnicity_Caucasian,ethnicity_Latino/a,ethnicity_Multi-Ethnic,ethnicity_Native American,ethnicity_Unknown,ethnicity_blank,gender_Female,gender_Other,gender_blank,first_generation_Yes,first_generation_blank,campus___cleaned_Orange County Academic Center,campus___cleaned_San Diego Academic Center,campus___cleaned_University Park Campus,campus___cleaned_Virtual Academic Center,campus___cleaned_blank,residency_International,residency_Non Resident,residency_Other,residency_Permanent US Resident,residency_Temporary US Resident,residency_US Citizen,residency_blank,deposit_received_True,temperature_Cold,temperature_Hot,temperature_No Contact,temperature_Warm
3.89,3.21,5,5.0,5.0,5.0,3,4.0,4,9.834832192,4.0,0,0,32,9.253581693,0.8968282609999999,111.95637669999999,335.30396139999993,2.88,3.67,3.0,0,75.0,11.0,32.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.89,3.21,3,4.0,5.0,5.0,3,4.0,4,18.57268471,4.0,1,0,27,19.58918578,27.77730998,85.98683459,361.80348419999996,2.88,3.67,3.0,0,0.0,33.0,14.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.89,3.21,5,4.0,5.0,5.0,3,4.0,4,28.02588583,4.0,0,0,28,22.40535991,32.29530298,93.2470814,358.7525928,2.88,3.67,3.0,0,0.0,55.0,25.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.9,3.21,4,4.0,5.0,4.0,3,4.0,4,50.34740775,4.0,0,0,27,52.09442429999999,60.23481136,54.11851883,394.3730437,2.88,3.67,3.0,0,31.0,15.0,143.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.9,3.21,4,4.0,5.0,5.0,3,4.0,4,2467.8664440000002,4.0,0,0,26,2460.041366,2468.053244,2445.274997,2575.948311,2.88,3.67,3.0,0,22.0,51.0,21.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.9,3.21,4,5.0,5.0,4.0,3,4.0,4,319.0366651,4.0,0,0,42,822.588764,826.441366,927.003138,998.731859,2.88,3.69,3.0,0,28.0,43.0,143.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.9,3.21,5,5.0,5.0,5.0,3,4.0,4,27.36868315,4.0,0,0,31,29.88386839,37.41170555,75.69765644,371.78486089999996,2.88,3.67,3.0,0,0.0,51.0,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.91,3.21,3,5.0,5.0,5.0,3,4.0,4,361.3339685,4.0,0,0,32,357.0611993,350.6406955,462.3519547,75.00899488,2.88,3.67,3.0,0,1.0,81.0,25.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.91,3.21,4,4.0,5.0,4.0,3,4.0,4,45.14273804,6.0,0,0,49,47.49431684,55.24877721,58.12378738,389.60289589999996,2.88,3.67,3.0,0,7.0,57.0,84.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.92,3.21,5,5.0,5.0,4.0,3,4.0,4,960.2123134999999,4.0,0,0,33,953.8239801000001,949.8180262,1052.783958,674.3698252,2.88,3.67,3.0,0,-366.0,421.0,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.93,3.21,3,4.0,5.0,5.0,3,4.0,4,1586.567298,4.0,0,0,29,1579.162308,1587.636274,1557.0936960000001,1731.70208,2.88,3.67,3.0,0,23.0,53.0,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.93,3.21,3,5.0,5.0,5.0,3,4.0,4,18.5855171,4.0,0,0,29,22.97499957,13.792200199999998,118.1891365,329.37583789999996,2.88,3.67,3.0,0,42.0,39.0,18.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.94,3.21,2,5.0,5.0,5.0,3,4.0,4,93.16445920000001,4.0,1,0,44,95.15414034,103.2371048,16.40136853,437.43873360000003,2.88,3.67,3.0,0,63.0,49.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.94,3.21,4,4.0,5.0,4.0,3,4.0,5,998.7274282999999,4.0,1,0,31,992.5478217,988.2582477,1092.5317630000002,704.9961182,2.88,3.67,3.0,0,12.0,62.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.94,3.21,3,5.0,5.0,5.0,3,4.0,4,825.7692621,4.0,1,0,42,817.4670246000001,824.8195416,818.798376,940.7173036,2.88,3.67,3.0,0,48.0,45.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.95,3.21,3,4.0,5.0,4.0,3,5.0,5,11.47364073,4.0,1,0,28,17.97664391,11.30578895,110.3559472,337.0627051,2.88,3.67,4.0,0,0.0,50.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.96,3.21,2,4.0,5.0,4.0,3,4.0,5,23.30195764,4.0,1,0,27,22.98654795,31.88264328,83.31466809999999,365.17283530000003,2.88,3.67,5.0,0,20.0,56.0,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.97,3.21,4,4.0,5.0,4.0,3,4.0,4,35.17986314,4.0,1,0,36,36.012177799999996,44.55250298,70.35843026,378.2673748,2.88,3.67,3.0,0,0.0,32.0,10.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.97,3.21,4,5.0,5.0,4.0,3,4.0,4,315.2685665,4.0,0,0,31,313.0819273,304.9962881,417.5460818,31.418962,2.88,3.67,3.0,0,28.0,51.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.97,3.21,3,5.0,5.0,5.0,3,4.0,4,7.937539725,4.0,0,0,30,7.435109371,3.086799599,109.82195060000001,337.46488989999995,2.88,3.67,3.0,0,1.0,77.0,19.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.98,3.21,4,4.0,5.0,4.0,3,4.0,4,39.84421818,4.0,1,0,58,42.36573044,49.98664722,63.19025002,384.3683954,2.88,3.67,3.0,0,8.0,44.0,11.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.98,3.21,2,4.0,5.0,4.0,4,5.0,5,56.31267803,4.0,0,0,27,53.05887191,62.95444137,72.18988577,388.6481711,2.88,3.67,5.0,0,20.0,56.0,19.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.32,3.21,5,5.0,5.0,4.0,5,4.0,5,319.0366651,4.0,1,1,42,822.588764,826.441366,927.003138,998.731859,2.47,3.67,3.0,0,0.0,96.0,10.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2.92,3.23,5,2.8571428571428568,3.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,1,32,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,56.0,93.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.79,3.21,4,4.0,2.0,5.0,3,4.0,4,38.09847572,4.0,1,1,27,41.4907096,48.50669017,64.34628702,382.8671523,2.86,3.67,3.0,0,3.0,56.0,15.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2.86,3.21,5,5.0,5.0,5.0,5,5.0,4,115.01759399999999,4.0,0,0,33,117.93129990000001,125.41756299999999,12.89362393,459.79211210000005,3.01,3.7,5.0,0,32.0,56.0,25.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.92,3.21,5,5.0,2.0,5.0,5,5.0,2,16.20707068,4.0,1,1,30,16.15182671,24.73746405,89.5180688,358.4338981,2.9,3.67,5.0,0,0.0,27.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2.95,3.21,5,5.0,3.0,4.0,4,3.0,5,7.55925686,4.0,1,1,30,13.12773203,18.04905107,94.86434131,352.31933230000004,3.71,3.67,4.0,0,4.0,41.0,13.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2.98,3.21,4,4.0,4.0,5.0,4,4.0,4,12.44770076,4.0,1,1,36,11.39955944,1.793527005,114.6439798,332.6136487,3.26,3.67,5.0,0,71.0,54.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.01,3.21,3,4.0,4.0,4.0,3,4.0,4,88.14221193,4.0,1,0,31,89.97205657,98.14572706,20.80076692,432.2530926,2.88,3.67,3.0,0,36.0,0.0,15.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.03,3.21,5,4.0,4.0,5.0,5,5.0,4,30.97570491,4.0,0,0,33,30.42948754,39.5271597,77.02836487,372.30785099999997,2.88,3.67,4.0,0,4.0,56.0,17.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.03,3.21,4,4.0,4.0,5.0,4,4.0,4,332.0171353,4.0,0,0,26,329.94639700000005,321.7866795,434.2271825,20.22282172,2.88,3.67,5.0,0,18.0,71.0,38.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.05,3.21,5,4.0,5.0,4.0,5,4.0,5,12.44770076,4.0,0,0,27,11.39955944,1.793527005,114.6439798,332.6136487,2.88,4.0,4.0,0,9.0,45.0,15.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.06,3.21,5,5.0,4.0,5.0,5,5.0,4,16.9299783,4.0,1,0,42,22.91572478,27.63077458,85.90660404,361.2732831,2.88,3.67,5.0,0,18.0,27.0,12.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.06,3.21,5,4.0,4.0,5.0,5,4.0,4,319.0366651,6.0,0,0,30,822.588764,826.441366,927.003138,998.731859,2.88,3.67,4.0,0,17.0,51.0,23.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.09,3.21,5,5.0,4.0,5.0,5,5.0,4,20.61627984,4.0,1,0,31,17.22016135,26.97113694,91.13997092,358.195863,2.88,3.67,5.0,0,0.0,39.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.1,3.21,4,5.0,4.0,5.0,4,5.0,4,2437.983569,4.0,0,0,26,2430.1755399999997,2438.208367,2415.067652,2547.484218,2.88,3.67,4.0,0,3.0,56.0,32.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.11,3.21,3,5.0,5.0,5.0,4,5.0,5,99.54314979,4.0,1,0,30,101.9930363,109.7887669,8.905065962,444.1718582,2.88,3.54,4.0,0,0.0,36.0,8.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.11,3.21,4,5.0,4.0,5.0,4,4.0,4,10.35758558,4.0,1,0,27,4.865591412,14.55427993,101.06018320000001,346.9967999,2.88,3.67,5.0,0,4.0,51.0,10.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.12,3.21,5,3.0,4.0,5.0,4,5.0,4,27.36868315,8.0,1,0,39,29.88386839,37.41170555,75.69765644,371.78486089999996,2.88,3.67,5.0,0,28.0,50.0,9.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.13,3.21,5,4.0,4.0,3.0,5,4.0,4,115.3776932,6.0,1,0,36,118.4220426,125.81357620000001,13.01901549,460.1447461,2.88,3.67,4.0,0,0.0,25.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.13,3.21,4,5.0,4.0,4.0,5,4.0,4,15.58502932,4.0,1,0,37,24.36722495,24.89997802,93.35979678,354.5396099,2.88,3.67,5.0,0,67.0,55.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.13,3.21,5,5.0,4.0,4.0,5,4.0,4,3.858054837,4.0,1,0,34,5.382392971,8.846598201,104.1078368,343.21484639999994,2.88,3.67,4.0,0,0.0,67.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.21,5,5.0,5.0,4.0,5,5.0,5,319.0366651,4.0,1,0,27,7800.0,7800.0,7800.0,7800.0,2.88,3.58,4.0,0,3.0,83.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.16,3.21,5,5.0,4.0,5.0,5,4.0,4,1308.5914089999999,4.0,0,0,27,1300.4031519999999,1307.925736,1296.2532449999999,1410.316243,2.88,3.67,4.0,0,5.0,42.0,39.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.17,3.21,5,5.0,4.0,4.0,5,4.0,4,6.09128228,6.0,1,0,29,14.55502159,11.80150324,104.4667412,342.78267180000006,2.88,3.67,5.0,0,52.0,15.0,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.18,3.21,5,5.0,4.0,3.0,4,5.0,4,56.57864644,4.0,0,0,61,59.29657312,66.84944237,46.27662351,401.25527939999995,2.88,3.67,3.0,0,19.0,88.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.18,3.21,3,5.0,4.0,5.0,3,4.0,4,2234.167766,4.0,0,0,30,2227.240766,2236.1133010000003,2195.602001,2395.436549,2.88,3.91,5.0,0,15.0,42.0,19.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.18,3.21,5,5.0,4.0,5.0,5,5.0,4,30.01214883,4.0,1,0,30,32.27850846,39.98701703,73.27517904,374.320421,2.88,3.67,5.0,0,1.0,44.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.2,3.21,2,4.0,4.0,2.0,3,5.0,4,12.78237907,4.0,1,0,30,14.88538018,5.328468143,114.9541125,332.19714689999995,2.88,3.67,5.0,0,1.0,79.0,147.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.23,3.21,4,4.0,4.0,5.0,5,4.0,4,103.3235965,4.0,0,0,27,106.1083634,113.6786662,4.560704187,448.08027360000006,2.88,3.67,5.0,0,17.0,42.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.23,3.21,3,5.0,4.0,4.0,4,5.0,4,40.51385608,4.0,0,0,31,40.52330458,31.0591197,142.34527659999998,304.96008639999997,2.88,3.67,5.0,0,-8.0,43.0,19.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.03,3.11,5,4.0,4.0,4.0,3,4.0,4,343.6858171,4.0,0,0,28,341.1651485,333.30877910000004,446.06631919999995,1.637611383,2.88,3.67,3.0,0,2.0,76.0,11.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.25,3.21,4,5.0,4.0,5.0,4,5.0,4,89.88378296,4.0,1,0,36,92.50804655,100.17762990000001,14.11947257,434.58260480000007,2.88,3.67,5.0,0,25.0,29.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.26,3.21,5,5.0,4.0,5.0,5,5.0,4,8.699559258999999,4.0,0,0,26,15.07586555,9.207796793,108.95188710000001,338.2963651,2.88,3.67,5.0,0,0.0,55.0,17.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.26,3.21,4,5.0,4.0,5.0,4,4.0,4,5.554419005,4.0,0,0,30,11.68911143,7.621767566,107.2450594,339.9098024,2.88,3.67,5.0,0,2.0,83.0,51.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.27,3.21,4,4.0,4.0,5.0,5,4.0,4,348.29881960000006,4.0,0,0,29,345.9342411,337.9704367,450.6407069,6.044600009,2.88,3.67,5.0,0,87.0,42.0,80.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.27,3.21,5,5.0,4.0,4.0,5,4.0,4,2278.6307699999998,6.0,0,0,34,2270.4918850000004,2278.0783969999998,2263.226187,2366.277355,2.88,3.67,4.0,0,0.0,149.0,140.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.03,3.03,4,4.0,4.0,5.0,3,4.0,4,319.0366651,4.0,0,0,23,19.35594974,19.04341626,110.89167590000001,346.491448,2.88,3.67,3.0,0,63.0,50.0,19.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.28,3.21,5,5.0,4.0,5.0,5,5.0,5,346.3846764,4.0,0,0,30,344.1241787,336.0900795,448.6879711,9.047120601,2.88,4.0,5.0,0,0.0,86.0,28.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.3,3.21,5,5.0,4.0,5.0,3,4.0,4,2196.7393260000003,6.0,1,0,31,2188.624225,2196.2470000000003,2180.8684719999997,2287.162473,2.88,3.67,3.0,0,0.0,49.0,175.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.3,3.21,5,5.0,4.0,5.0,5,5.0,4,349.03980260000003,4.0,0,0,31,346.6954872,338.71797189999995,451.3748278,7.130350707000001,2.88,3.67,5.0,0,4.0,68.0,15.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.31,3.21,5,5.0,4.0,5.0,5,5.0,4,334.5296452,4.0,0,0,28,332.0143167,324.1535507,436.90986739999994,10.30635324,2.88,3.67,5.0,0,0.0,97.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.03,3.5,4,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,1,0,24,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,52.0,40.0,12.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.03,3.08,5,4.0,4.0,5.0,3,4.0,4,73.30627644,4.0,0,0,28,68.37900009,78.25017217,82.94746619,394.1470686,2.88,3.67,3.0,0,34.0,22.0,32.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.33,3.21,5,4.0,4.0,5.0,4,4.0,4,113.21635659999998,6.0,1,0,52,116.30621059999999,123.66304070000001,10.83171632,457.97735930000005,2.88,3.67,4.0,0,13.0,30.0,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.04,3.21,5,5.0,4.0,4.0,3,4.0,4,29.35551432,6.0,0,0,51,33.78914161,39.95354441,73.11750716,374.0346121,2.88,3.67,3.0,0,9.0,40.0,40.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.04,3.35,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,52.38110468,4.0,1,0,37,46.95235487,56.77255406,86.98739448,375.9579645,2.88,3.67,5.0,0,130.0,100.0,16.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.33,3.21,5,3.0,4.0,5.0,5,3.0,4,8.451587003,4.0,1,0,31,1.495572853,10.85837815,104.08523709999999,343.70494289999993,2.88,3.67,5.0,0,0.0,144.0,18.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.34,3.21,4,4.0,4.0,5.0,3,5.0,4,77.84688309999999,4.0,1,0,34,79.54452236,87.78135678,29.38663419,421.8184205,2.88,3.67,4.0,0,40.0,28.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.34,3.21,4,4.0,4.0,5.0,4,4.0,4,5.736859383,4.0,0,0,32,10.57291727,6.2183993829999995,107.95093500000002,339.1994163,2.88,3.67,5.0,0,4.0,35.0,28.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.37,3.21,5,5.0,4.0,4.0,5,5.0,4,2143.357489,4.0,0,0,30,2138.460735,2148.247833,2078.957386,2383.222509,2.88,3.67,3.0,0,18.0,34.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.37,3.21,5,4.0,4.0,4.0,3,4.0,4,14.56395362,8.0,0,0,29,20.75964723,25.26534268,88.23010546,358.93834310000005,2.88,3.67,3.0,0,28.0,50.0,77.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.38,3.21,4,4.0,4.0,5.0,5,4.0,4,17.31000148,4.0,1,0,26,14.58741032,6.62517071,119.2091031,328.17945739999993,2.88,3.67,4.0,0,23.0,36.0,15.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.38,3.21,4,5.0,4.0,4.0,4,5.0,4,46.37009752,4.0,0,0,30,47.96640843,56.17588192,58.24232319,390.2502007,2.88,3.67,5.0,0,8.0,126.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.39,3.21,3,5.0,4.0,5.0,3,5.0,4,8.732239274,4.0,1,0,28,11.41948449,18.19064208,94.81711616,352.5569137,2.88,3.67,5.0,0,81.0,37.0,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.21,3,5.0,4.0,5.0,3,5.0,4,2630.533411,4.0,0,0,29,2622.280034,2629.683483,2617.57913,2705.479291,2.88,3.67,4.0,0,0.0,36.0,10.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3.21,4,4.0,4.0,5.0,5,3.0,5,6.829193051,4.0,1,0,26,16.0082572,15.21130801,100.7431207,346.55711560000003,2.88,3.67,5.0,0,11.0,33.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.4,3.21,5,4.0,4.0,4.0,5,5.0,4,359.38318430000004,4.0,1,0,28,355.1838581,365.0937263,296.8777268,652.0081686000001,2.88,3.67,4.0,0,89.0,39.0,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.41,3.21,4,5.0,4.0,4.0,4,5.0,4,11.28932786,4.0,0,0,27,4.484141154,6.997726364,110.0122982,337.8021635,2.88,3.67,4.0,0,54.0,28.0,19.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.41,3.21,4,5.0,4.0,4.0,4,5.0,5,12.44770076,6.0,1,0,42,11.39955944,1.793527005,114.6439798,332.6136487,2.88,3.67,4.0,0,5.0,91.0,14.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.41,3.21,5,5.0,4.0,5.0,5,4.0,4,3.436048361,4.0,1,0,30,11.46553487,9.740526642999999,104.553023,342.60168239999996,2.88,3.67,5.0,0,115.0,30.0,29.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.41,3.21,4,5.0,4.0,5.0,4,5.0,4,48.69702516,4.0,0,0,29,49.75588454,58.26396123,57.37439458,391.9780191,2.88,3.67,5.0,0,0.0,47.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
