undergraduate_gpa,self_reported_gpa,first_review_exp,first_review_sop,first_review_gpa,first_review_lor,second_review_exp,second_review_sop,second_review_gpa,distance_to_campus,program_length,response,academic_condition,age,90041_mi,91601_mi,92122_mi,94607_mi,last_60_90_gpa,graduate_gpa,second_review_lor,sip_score,time_to_finish_application,decision_wait_time,response_time,billing_country_United States,billing_country_blank,ethnicity_Arab/Middle Eastern,ethnicity_Asian/Pacific Islander,ethnicity_Caucasian,ethnicity_Latino/a,ethnicity_Multi-Ethnic,ethnicity_Native American,ethnicity_Unknown,ethnicity_blank,gender_Female,gender_Other,gender_blank,first_generation_Yes,first_generation_blank,campus___cleaned_Orange County Academic Center,campus___cleaned_San Diego Academic Center,campus___cleaned_University Park Campus,campus___cleaned_Virtual Academic Center,campus___cleaned_blank,residency_International,residency_Non Resident,residency_Other,residency_Permanent US Resident,residency_Temporary US Resident,residency_US Citizen,residency_blank,deposit_received_True,temperature_Cold,temperature_Hot,temperature_No Contact,temperature_Warm
3.09,3.0,5,2.8571428571428568,4.0,8.333333333333334,3,2.8571428571428568,4,4.301017109,4.0,1,0,25,12.41070994,14.95727735,98.44054964,348.708927,2.88,3.67,5.0,0,0.0,55.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.1,3.0,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,54.40778934,4.0,1,0,28,47.85066304,57.30244557,95.16279786,370.6196182,2.88,3.67,5.0,0,0.0,23.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.1,3.1,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,9.181178911,4.0,1,0,24,0.0,9.939640734,105.55357240000002,342.285209,2.88,3.67,5.0,0,0.0,34.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.1,3.1,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,1779.2684769999998,4.0,1,0,34,1772.46466,1781.4286960000002,1739.381459,1951.543785,2.88,3.67,5.0,0,0.0,41.0,12.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.37,3.4,3,5.0,4.0,5.0,3,4.0,4,1742.0286629999998,4.0,0,0,26,1733.7716690000002,1741.1767320000001,1730.3213329999999,1828.153534,2.88,3.67,3.0,0,30.0,33.0,49.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.11,3.11,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,11.29020398,4.0,1,0,28,18.87379452,21.83773064,92.42129994,354.8093009,2.88,3.67,5.0,0,4.0,24.0,19.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.12,3.0,5,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,12.176851699999999,6.0,1,0,51,16.94677128,8.812900714,112.9179378,334.35165539999997,2.88,3.67,5.0,0,0.0,56.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.12,3.21,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,1828.653409,4.0,0,0,41,1820.3554579999998,1827.6906989999998,1817.838288,1909.885036,2.88,3.67,5.0,0,338.0,188.0,32.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.13,3.1,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,22.0322342,4.0,1,0,33,23.14444822,13.23934291,123.96738329999998,323.22598139999997,2.88,3.67,5.0,0,0.0,55.0,11.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.13,3.14,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,20.22856821,6.0,1,0,28,15.64283765,25.55077636,93.85619798,355.7562431,2.88,3.67,5.0,0,55.0,22.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.09,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,16.39770521,4.0,1,0,26,17.09053297,7.16585941,118.7136361,328.43637060000003,2.88,3.67,5.0,0,0.0,35.0,8.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.38,3.39,5,5.0,4.0,5.0,3,4.0,4,109.5296077,4.0,0,0,31,112.9169935,120.04660940000001,7.797440744,454.1926115,2.88,3.67,3.0,0,21.0,35.0,152.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.14,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,11.47364073,4.0,1,0,23,17.97664391,11.30578895,110.3559472,337.0627051,2.88,3.67,5.0,0,20.0,21.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.13,5,2.142857142857143,4.0,8.333333333333334,3,2.8571428571428568,4,17.50973987,4.0,1,0,27,26.13581371,27.00118021,91.50640233,356.53487210000003,2.88,3.67,5.0,0,4.0,50.0,12.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.19,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,22.62154721,4.0,0,0,25,26.91942879,17.50127827,121.46961470000001,326.38391980000006,2.88,3.67,5.0,0,11.0,34.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.14,3.14,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,26.17759349,4.0,1,0,28,27.65827807,35.76762193,77.97109369,369.885904,2.88,3.67,5.0,0,0.0,54.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.38,3.21,4,4.0,4.0,4.0,3,4.0,4,1328.4960449999999,3.0,1,0,27,1323.241715,1332.940388,1269.114874,1565.517825,2.88,3.67,3.0,0,60.0,15.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.14,3.17,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,17.24712382,4.0,1,0,28,22.03095734,27.81573191,85.15284558,362.0045356,2.88,3.67,5.0,0,44.0,11.0,30.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.16,3.21,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,16.20707068,6.0,1,0,27,16.15182671,24.73746405,89.5180688,358.4338981,2.88,3.67,5.0,0,0.0,55.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.16,3.1,5,2.142857142857143,4.0,8.333333333333334,3,2.8571428571428568,4,12.72670187,4.0,1,0,24,18.69034538,23.41088128,89.82449008,357.3257564,2.88,3.67,5.0,0,0.0,22.0,11.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.16,3.17,5,2.8571428571428568,4.0,8.333333333333334,3,2.8571428571428568,4,7.55925686,4.0,1,0,29,13.12773203,18.04905107,94.86434131,352.31933230000004,2.88,3.67,5.0,0,11.0,10.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.17,3.15,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,2585.23054,4.0,0,0,28,2577.177959,2584.88899,2567.4929260000004,2676.251693,2.88,3.67,5.0,0,0.0,33.0,11.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.17,3.1,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,3.858054837,4.0,1,0,25,5.382392971,8.846598201,104.1078368,343.21484639999994,2.88,3.67,5.0,0,32.0,23.0,10.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.17,3.18,5,3.5714285714285716,4.0,8.333333333333334,2,2.8571428571428568,4,39.84156482,4.0,1,0,27,37.34009147,47.08001635,76.30733159,376.6724872,2.88,3.67,5.0,0,16.0,48.0,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.18,3.18,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,826.0615125,4.0,1,0,31,817.6924633,824.9276546,820.8571059999999,935.7949447000001,2.88,3.67,5.0,0,9.0,50.0,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.19,3.7,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,2477.152059,4.0,0,0,28,2469.354558,2477.3998739999997,2453.979651,2586.9737800000003,2.88,3.85,5.0,0,0.0,78.0,81.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.19,3.17,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,1231.930818,4.0,1,0,26,1226.445917,1236.073459,1175.4632900000001,1463.384892,2.88,3.67,5.0,0,12.0,30.0,12.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.19,3.18,4,3.5714285714285716,5.0,8.333333333333334,3,2.8571428571428568,4,1362.124685,4.0,0,0,27,1357.9400890000002,1367.8439019999998,1291.691095,1628.034057,2.88,3.67,5.0,0,29.0,36.0,62.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.2,3.3,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,16.39770521,4.0,0,0,28,17.09053297,7.16585941,118.7136361,328.43637060000003,2.88,3.67,5.0,0,1.0,42.0,29.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.2,3.33,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,20.80322882,4.0,0,0,51,24.16063971,31.05202464,81.82493949,365.4550315,2.88,3.67,5.0,0,13.0,19.0,38.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.21,3.21,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,6.9329969920000005,4.0,1,0,27,4.627594105,5.841875244,107.5765855,339.8356938,2.88,3.67,5.0,0,1.0,52.0,11.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.21,3.17,5,3.5714285714285716,4.0,8.333333333333334,3,2.142857142857143,4,11.54626726,4.0,1,0,25,20.72670625,19.42226542,99.29442141,348.4091729,2.88,3.67,6.666666666666666,0,34.0,35.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.21,4,4.0,4.0,5.0,3,4.0,4,2454.4349420000003,4.0,0,0,26,2446.6160059999997,2454.635471,2431.728933,2563.053914,2.88,3.67,3.0,0,24.0,80.0,6.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.22,3.22,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,9.514049249,4.0,0,0,25,10.86669748,2.36737348,111.906217,335.26982369999996,2.88,3.67,5.0,0,4.0,83.0,189.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.23,3.23,5,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,87.81311586,4.0,1,0,24,85.56286891,95.34344814,58.62159579,420.74045480000007,2.88,3.67,5.0,0,66.0,41.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.21,5,4.0,4.0,5.0,5,5.0,4,335.52700939999994,4.0,0,0,26,332.930533,325.1270448,437.9174398,10.16713158,2.88,3.67,4.0,0,0.0,89.0,144.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.39,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,4.836532854,4.0,0,0,23,5.843484556,6.658023911,106.23880659999999,341.0529173,2.88,3.67,5.0,0,6.0,71.0,34.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.24,3.2,5,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,2.675461242,6.0,0,0,37,9.427030676000001,13.014237199999998,99.89667505,347.29814680000004,2.88,4.0,5.0,0,17.0,4.0,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.21,5,4.0,4.0,4.0,5,4.0,4,6.6273186079999995,4.0,0,0,29,14.11213901,17.31289687,96.10999419,351.04053,2.88,3.67,3.0,0,43.0,55.0,145.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.24,3.24,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,6.451121297,4.0,0,0,30,3.699749277,7.177033761000001,106.3497377,341.1023933,2.88,3.67,5.0,0,30.0,22.0,49.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3.21,5,5.0,5.0,5.0,3,4.0,4,5.739014159,3.0,0,0,26,11.06974484,16.00640267,96.85786933,350.3558809,2.88,3.67,3.0,0,4.0,41.0,13.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.24,3.24,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,1970.6229420000002,4.0,1,0,24,1962.5530370000001,1970.243824,1954.004475,2067.408244,2.88,3.67,5.0,0,8.0,22.0,23.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.24,3.61,4,2.8571428571428568,5.0,6.666666666666666,3,2.8571428571428568,4,17.31000148,4.0,1,0,29,14.58741032,6.62517071,119.2091031,328.17945739999993,2.88,3.67,5.0,0,59.0,60.0,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.4,4.0,3,4.0,5.0,5.0,3,4.0,4,1739.109494,3.0,0,0,27,1730.9719850000001,1738.565668,1724.469857,1834.609929,2.88,3.67,3.0,0,0.0,73.0,47.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3.21,4,4.0,4.0,4.0,3,4.0,4,22.0322342,3.0,0,0,26,23.14444822,13.23934291,123.96738329999998,323.22598139999997,2.88,3.67,3.0,0,44.0,31.0,13.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.25,3.2,4,2.8571428571428568,5.0,6.666666666666666,3,2.8571428571428568,4,8.017445665,4.0,1,0,23,8.12110308,15.87566977,97.648077,349.9176664,2.88,3.67,5.0,0,6.0,37.0,18.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.26,3.2,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,29.94803412,4.0,1,0,27,30.74825517,39.25282207,75.32300461,373.02520780000003,2.88,3.67,5.0,0,0.0,19.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.27,3.3,4,3.5714285714285716,5.0,6.666666666666666,3,2.8571428571428568,4,106.54878970000001,6.0,0,0,28,109.7155693,117.01139939999999,4.162749621000001,451.29881950000004,2.88,3.67,5.0,0,72.0,40.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.28,3.28,5,3.5714285714285716,5.0,8.333333333333334,3,2.8571428571428568,4,8.046691877999999,4.0,0,0,26,14.865471300000001,9.615833004,108.0549389,339.193544,2.88,3.67,5.0,0,0.0,56.0,158.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.29,3.29,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,15.42588946,4.0,1,0,25,7.16819288,16.58012005,103.7429191,345.2639806,2.88,3.67,5.0,0,0.0,76.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.29,3.29,5,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,1743.363173,4.0,0,0,27,1735.321087,1743.0538809999998,1726.487768,1845.8130230000002,2.88,3.67,5.0,0,9.0,30.0,14.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.3,3.37,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,0,28,822.588764,826.441366,927.003138,998.731859,2.88,3.67,5.0,0,10.0,45.0,72.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.3,3.3,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,361.89269039999994,4.0,1,0,24,357.36886630000004,367.240129,302.8802202,648.8891263999999,2.88,3.67,5.0,0,0.0,60.0,10.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.3,3.3,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,2458.440607,4.0,0,0,25,2450.632744,2458.6656510000003,2435.500808,2567.75551,2.88,3.67,5.0,0,1.0,40.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.3,3.3,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,0,27,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,134.0,11.0,24.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.3,3.3,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,22.18522013,4.0,1,0,26,20.39726501,11.6548342,124.496655,322.75257180000006,2.88,3.67,5.0,0,0.0,53.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.31,3.27,3,2.142857142857143,4.0,8.333333333333334,3,2.8571428571428568,4,5.788065742000001,4.0,1,0,25,7.17052462,5.036232307,107.82061329999999,339.4220682,2.88,3.67,5.0,0,13.0,13.0,-56.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.31,3.3,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,8.982132443,4.0,1,0,28,17.36509617,19.20945233,95.49344945,351.75837210000003,2.88,3.67,5.0,0,0.0,48.0,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.31,3.31,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,12.33688539,4.0,1,0,27,8.398466805,17.97121467,97.78844846,350.4394085,2.88,3.67,5.0,0,14.0,47.0,14.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.4,3.4,4,5.0,4.0,4.0,3,4.0,4,2451.825982,4.0,0,0,23,2444.007391,2452.027293,2429.115392,2560.492952,2.88,3.67,3.0,0,15.0,51.0,61.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.32,3.32,4,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,6.451121297,4.0,1,0,25,3.699749277,7.177033761000001,106.3497377,341.1023933,2.88,3.67,5.0,0,0.0,61.0,14.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.32,3.28,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,8.046691877999999,4.0,0,0,27,14.865471300000001,9.615833004,108.0549389,339.193544,2.88,3.67,5.0,0,0.0,41.0,32.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.33,3.5,5,3.5714285714285716,5.0,8.333333333333334,3,2.142857142857143,5,26.04398155,4.0,1,0,26,28.42746021,18.49858722,126.7480743,320.76252539999996,2.88,3.67,5.0,0,18.0,43.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.34,3.4,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,3.6394741010000002,4.0,1,0,35,7.53616999,7.102708488999999,105.82491540000001,341.3817802,2.88,3.67,5.0,0,21.0,52.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.41,3.41,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,0,25,822.588764,826.441366,927.003138,998.731859,2.88,3.67,5.0,0,0.0,60.0,18.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.34,3.34,4,2.8571428571428568,4.0,8.333333333333334,3,2.8571428571428568,4,11.13957639,4.0,0,0,32,12.60070405,3.175425381,113.5127567,333.6454898,2.88,3.67,5.0,0,11.0,48.0,99.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.35,3.2,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,68.64265309999999,4.0,1,0,42,67.24825933,76.80057098,55.28673995,406.1674155,2.88,3.67,5.0,0,450.0,-209.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.35,3.22,4,3.5714285714285716,4.0,5.0,3,2.8571428571428568,4,43.58019084,4.0,1,0,26,39.55210912,49.487456200000004,81.03263905,375.3040995,2.88,3.67,5.0,0,24.0,20.0,5.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.36,3.36,5,3.5714285714285716,5.0,8.333333333333334,3,2.142857142857143,4,368.4018119,4.0,1,0,23,364.0725559,373.9687054,307.0088747,658.2702865,2.88,3.67,6.666666666666666,0,9.0,55.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.37,3.6,5,3.5714285714285716,5.0,6.666666666666666,3,2.8571428571428568,4,2466.74225,4.0,1,0,29,2458.947752,2466.996741,2443.518159,2576.860077,2.88,3.67,5.0,0,2.0,47.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.39,3,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,22.62154721,4.0,1,0,52,26.91942879,17.50127827,121.46961470000001,326.38391980000006,2.88,3.67,5.0,0,10.0,40.0,25.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3.39,3.46,4,3.5714285714285716,4.0,6.666666666666666,3,2.8571428571428568,4,10.3081439,4.0,1,0,25,9.181178911,17.74543517,96.37334343,351.4052802,2.88,3.67,5.0,0,2.0,53.0,10.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.41,5,2.8571428571428568,4.0,8.333333333333334,3,2.8571428571428568,4,17.22016135,4.0,0,0,29,10.29476618,20.12109114,100.269258,349.0991039,2.88,3.67,5.0,0,0.0,55.0,158.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.48,5,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,2240.387612,4.0,0,0,30,2233.044963,2241.5721719999997,2208.7779140000002,2379.987223,2.88,3.67,5.0,0,41.0,41.0,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.41,3.21,4,5.0,4.0,5.0,3,4.0,4,4.873202179,4.0,0,0,26,13.99819302,13.17754831,101.9180407,345.2923899,2.88,3.67,3.0,0,0.0,69.0,10.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3.39,5,3.5714285714285716,4.0,8.333333333333334,3,2.8571428571428568,4,307.8620191,4.0,0,0,27,305.5969938,297.5627205,410.17549310000004,37.70789656,2.88,3.67,5.0,0,0.0,20.0,49.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3.4,4,2.8571428571428568,4.0,8.333333333333334,3,2.8571428571428568,4,2.692036897,4.0,1,0,40,6.506905767,9.867482115,102.9963949,344.2745235,2.88,3.67,5.0,0,12.0,111.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
